,property_id,lat,lng,addr_street,price,property_type,year,bedrooms,bathrooms,parking_space,suburb,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermarket,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,Transfer_flag,travel_min_to_CBD
1132,31262.0,-37.760690999999994,144.98896100000002,44 Bradley Avenue,16800000.0,house,2015.0,3.0,1.0,2.0,THORNBURY,hospital_144,1.582,S_105,1.677,SC_103,2.613,20015,0.807,0,21.182
1133,59956.0,-37.807902,145.19343899999998,4/3 Quarry Road,6440000.0,house,2015.0,2.0,1.0,1.0,MITCHAM,hospital_070,0.218,S_202,2.338,SC_088,1.762,19900,1.133,0,39.905
1134,55450.0,-37.833126,145.074147,2a Elphin Grove,15750000.0,house,2015.0,3.0,1.0,1.0,CAMBERWELL,hospital_168,2.212,S_160,0.347,SC_099,1.721,19852,0.435,0,28.0
1135,23815.0,-37.642329,144.890205,85 Greenvale Drive,5110000.0,house,2014.0,4.0,2.0,2.0,GREENVALE,hospital_104,2.821,S_211,0.784,SC_075,0.793,44817,3.782,0,39.9
1136,48258.0,-37.806886,145.038657,3 Ridgeway Avenue,20960000.0,house,2015.0,4.0,1.0,2.0,KEW,hospital_064,0.872,S_039,0.692,SC_083,1.536,19904,1.635,0,20.737
1137,78354.0,-37.93228912,145.1582794,75 Wattle Grove,5610000.0,house,2009.0,2.0,1.0,1.0,MULGRAVE,hospital_076,3.512,S_075,2.431,SC_073,3.781,19914,1.842,0,42.273
1138,95916.0,-37.922896,145.039105,50 Mitchell Street,15120000.0,house,2014.0,2.0,1.0,1.0,BENTLEIGH,hospital_110,1.149,S_107,0.458,SC_046,1.85,19938,0.406,0,40.75
1139,68726.0,-37.864506,145.028975,10 Evandale Road,6800000.0,house,2010.0,3.0,2.0,2.0,MALVERN,hospital_092,0.097,S_013,0.225,SC_023,1.784,19944,0.197,0,19.684
1140,49899.0,-37.771021000000005,145.086384,13 Valley View Court,11730000.0,house,2013.0,5.0,2.0,2.0,BULLEEN,hospital_193,2.547,S_154,0.654,SC_009,0.771,19935,2.743,0,26.286
1141,36676.0,-37.645709000000004,145.027066,1/19 Lloyd Ave,5370000.0,house,2011.0,3.0,2.0,1.0,EPPING,hospital_053,1.138,S_196,1.732,SC_062,5.193,20005,0.791,0,43.333
1142,12478.0,-37.701971,144.753048,18 Mark Drive,3400000.0,house,2016.0,3.0,2.0,2.0,HILLSIDE,hospital_057,8.468,S_163,0.89,SC_048,3.596,20000,1.864,0,39.0
1143,22092.0,-37.735465999999995,144.957123,17 Holroyd Street,9113000.0,house,2010.0,2.0,1.0,1.0,COBURG,hospital_084,2.077,S_172,0.992,SC_030,0.704,19964,0.548,0,30.0
1144,77646.0,-37.925979,145.192337,2 Manchester Place,13090000.0,house,2016.0,4.0,3.0,2.0,MULGRAVE,hospital_161,2.303,S_067,1.166,SC_073,2.265,19891,4.273,0,46.278
1145,23406.0,-37.660174,144.89445600000002,13 Palamino Valley Court,8400000.0,house,2011.0,4.0,2.0,2.0,GREENVALE,hospital_104,2.519,S_211,2.517,SC_075,2.562,44817,2.786,0,39.9
1146,38813.0,-37.764933,145.039895,30 Green Street,16280000.0,house,2015.0,4.0,1.0,2.0,IVANHOE,hospital_039,0.821,S_219,0.403,SC_001,0.371,19933,0.657,0,22.6
1147,81955.0,-37.9866527,145.24684109999998,21 Louis Street,3140000.0,house,2013.0,4.0,1.0,1.0,DOVETON,hospital_119,2.452,S_195,1.388,SC_077,2.067,19888,3.277,0,54.312
1148,27796.0,-37.589154,144.923419,8 Nunney Court,3230000.0,house,2011.0,3.0,1.0,2.0,CRAIGIEBURN,hospital_104,6.856,S_178,1.078,SC_016,0.942,40221,2.251,0,45.889
1149,68801.0,-37.859517,145.03671200000002,13 Thanet Street,14200000.0,house,2010.0,3.0,2.0,0.0,MALVERN,hospital_157,0.487,S_235,0.689,SC_023,1.934,19944,0.994,0,19.684
1150,68825.0,-37.8566796,145.04103030000002,15 Euston Street,13140000.0,house,2013.0,3.0,2.0,2.0,MALVERN,hospital_183,0.789,S_235,1.134,SC_023,2.179,19911,0.817,0,15.0
1151,21899.0,-37.746002000000004,144.97850400000002,123 Harding Street,11520000.0,house,2013.0,3.0,1.0,1.0,COBURG,hospital_144,1.307,S_173,1.149,SC_103,2.184,19965,1.396,0,28.0
1152,35086.0,-37.71966171,145.00344850000002,5 Henty Street,6253000.0,house,2009.0,3.0,1.0,1.0,RESERVOIR,hospital_139,0.529,S_085,1.945,SC_103,2.222,20010,0.439,0,32.3
1153,1673.0,-37.79016,144.881507,11 Madden Street,10500000.0,house,2016.0,4.0,2.0,0.0,MAIDSTONE,hospital_056,0.529,S_149,1.802,SC_043,1.802,20023,1.339,0,19.75
1154,23063.0,-37.73713,144.982031,67 Elizabeth Street,6780000.0,house,2015.0,4.0,2.0,1.0,COBURG,hospital_144,2.335,S_030,0.849,SC_103,1.775,20012,1.637,0,27.182
1155,25544.0,-37.592139,144.920572,16 Bisley Court,4455000.0,house,2016.0,4.0,2.0,2.0,CRAIGIEBURN,hospital_104,6.519,S_178,1.202,SC_016,0.6,40221,2.277,0,45.889
1156,6102.0,-37.776552,144.818065,12 Maylands Street,5511000.0,house,2016.0,3.0,1.0,0.0,ALBION,hospital_174,1.278,S_080,1.438,SC_102,1.508,20004,0.597,0,28.0
1157,18151.0,-37.680432,144.909449,13 Sorrento Street,3640000.0,house,2016.0,4.0,1.0,3.0,BROADMEADOWS,hospital_104,3.448,S_153,1.106,SC_059,2.325,20030,0.942,0,36.833
1158,46425.0,-37.725274,145.150036,106 Dalton Street,10030000.0,house,2014.0,3.0,2.0,2.0,ELTHAM,hospital_075,4.49,S_194,1.342,SC_051,5.808,19987,1.32,0,44.333
1159,1521.0,-37.803568,144.888031,9 Margaret Street,11960000.0,house,2015.0,4.0,1.0,2.0,SEDDON,hospital_056,1.173,S_201,0.932,SC_043,2.581,20023,0.308,0,19.75
1160,21195.0,-37.77296829,144.9692993,4 Horne Street,6825000.0,house,2006.0,3.0,1.0,1.0,BRUNSWICK,hospital_144,1.849,S_138,0.716,SC_008,4.328,19969,0.958,0,20.0
1161,89300.0,-37.946065000000004,145.01480700000002,2 Daly Road,11120000.0,house,2010.0,4.0,2.0,2.0,SANDRINGHAM,hospital_036,1.054,S_214,0.647,SC_046,2.192,19948,1.017,0,29.091
1162,62649.0,-37.832614,145.247205,1A Orchid Street,6412000.0,house,2013.0,2.0,1.0,1.0,HEATHMONT,hospital_105,2.418,S_139,2.079,SC_032,2.739,19871,0.532,0,46.0
1163,82863.0,-37.901133,145.2769,7 Banyalla Place,8784000.0,house,2010.0,4.0,2.0,2.0,ROWVILLE,hospital_150,3.207,S_199,1.768,SC_049,2.852,19868,2.698,0,55.143
1164,91181.0,-37.97705078,145.0410919,11 Ozone Avenue,14399000.0,house,2008.0,3.0,1.0,0.0,BEAUMARIS,hospital_055,1.016,S_011,1.939,SC_079,3.108,19866,1.654,0,37.353
1165,84102.0,-37.85306168,145.0076447,5 Grandview Grove,12720000.0,house,2009.0,2.0,2.0,2.0,PRAHRAN,hospital_132,0.16,S_115,0.596,SC_038,1.391,19946,0.607,0,22.7
1166,30821.0,-37.751173,144.986739,165 Miller Street,8272000.0,house,2015.0,3.0,1.0,3.0,THORNBURY,hospital_144,1.442,S_105,1.487,SC_103,1.859,20014,1.127,0,23.182
1167,52149.0,-37.824562,145.006319,11 Newry Street,6327000.0,house,2013.0,2.0,1.0,0.0,RICHMOND,hospital_122,0.559,S_102,1.765,SC_038,1.79,19906,0.351,0,12.75
1168,83987.0,-37.852585999999995,145.0018772,4 Trinian Street,10800000.0,house,2014.0,3.0,2.0,1.0,PRAHRAN,hospital_012,0.358,S_115,0.587,SC_066,0.938,19947,0.89,0,20.7
1169,32962.0,-37.742987,145.020117,56 Harrow Street,6440000.0,house,2015.0,2.0,1.0,2.0,PRESTON,hospital_090,2.404,S_084,1.654,SC_047,1.025,20013,1.78,0,25.182
1170,12996.0,-37.706076,144.77235100000001,33 Lady Rose Crescent,7480000.0,house,2011.0,4.0,2.0,2.0,SYDENHAM,hospital_057,7.104,S_094,0.541,SC_107,3.887,20000,0.574,0,39.0
1171,94045.0,-38.057356,145.12872,80 Broadway,8500000.0,house,2013.0,4.0,2.0,2.0,BONBEACH,hospital_096,8.004,S_077,1.173,SC_070,5.854,19859,1.007,0,51.75
1172,61449.0,-37.805489,145.242882,19 Wingrove Place,12325000.0,house,2015.0,3.0,1.0,3.0,RINGWOOD,hospital_105,0.629,S_190,1.265,SC_032,1.478,19879,0.966,0,47.0
1173,75768.0,-37.905278,145.087663,15 Hatter Street,10836000.0,house,2013.0,4.0,2.0,2.0,OAKLEIGH,hospital_166,1.742,S_010,1.914,SC_087,1.951,19917,0.549,0,34.2
1174,37355.0,-37.64914703,145.04461669999998,37 Plowman Court,3600000.0,house,2009.0,3.0,2.0,2.0,EPPING,hospital_053,2.493,S_096,2.616,SC_062,3.614,20005,1.327,0,43.333
1175,5859.0,-37.792401,144.851648,7 Turner Crescent,6817000.0,house,2010.0,2.0,1.0,0.0,BRAYBROOK,hospital_174,2.348,S_149,0.879,SC_043,0.879,20022,1.253,0,21.75
1176,34943.0,-37.6932,144.979695,42 Churchill Avenue,8517000.0,house,2015.0,3.0,1.0,2.0,RESERVOIR,hospital_139,3.158,S_161,1.931,SC_030,5.082,19961,2.014,0,35.0
1177,37342.0,-37.645243,145.037215,36 McDonalds Road,4550000.0,house,2012.0,3.0,1.0,1.0,EPPING,hospital_053,1.958,S_196,2.531,SC_062,4.316,20005,1.012,0,43.333
1178,81950.0,-37.995768,145.248008,21 Eumemmerring Drive,4500000.0,house,2016.0,3.0,1.0,2.0,EUMEMMERRING,hospital_119,2.81,S_212,1.842,SC_077,1.049,19885,3.103,0,59.286
1179,77121.0,-37.945801700000004,145.1015005,157 Elder Street,8905000.0,house,2008.0,4.0,3.0,2.0,CLARINDA,hospital_109,2.999,S_170,2.454,SC_003,3.023,19915,2.884,0,39.211
1180,15995.0,-37.705554,144.88073799999998,2/24 Birch Avenue,4420000.0,house,2011.0,2.0,1.0,2.0,TULLAMARINE,hospital_184,4.618,S_198,2.747,SC_010,1.1,20032,3.215,0,32.833
1181,35352.0,-37.70916367,145.00260930000002,60A Barry Street,3112000.0,house,2008.0,3.0,1.0,2.0,RESERVOIR,hospital_139,1.018,S_030,2.826,SC_103,3.387,20009,0.624,0,33.3
1182,66189.0,-37.78143060000001,145.3322632,3 May Road,5480000.0,house,2012.0,3.0,2.0,2.0,MOOROOLBARK,hospital_113,2.935,S_168,2.766,SC_084,3.052,19877,1.786,0,55.25
1183,26702.0,-37.576505,144.911627,38 Serenity Way,6732000.0,house,2016.0,4.0,2.0,2.0,CRAIGIEBURN,hospital_104,8.295,S_178,2.773,SC_005,0.808,40221,3.969,0,45.889
1184,60837.0,-37.842432,145.193244,57 Nurlendi Road,9144000.0,house,2015.0,4.0,2.0,2.0,VERMONT,hospital_192,2.956,S_202,2.548,SC_088,2.839,19900,2.721,0,39.905
1185,53496.0,-37.815436,145.003309,56 Little Kent Street,10400000.0,house,2015.0,2.0,1.0,1.0,RICHMOND,hospital_042,0.399,S_076,0.94,SC_068,2.752,19978,1.047,0,6.812
1186,23804.0,-37.640177,144.90761,8 Helmsdale Crescent,5624000.0,house,2010.0,4.0,2.0,2.0,GREENVALE,hospital_104,1.627,S_211,2.269,SC_072,1.745,40220,2.46,0,41.889
1187,16895.0,-37.700471,144.920452,25 Churchill Street,4950000.0,house,2010.0,4.0,2.0,2.0,GLENROY,hospital_184,4.849,S_209,0.69,SC_010,3.315,20032,0.535,0,32.833
1188,89154.0,-37.94935,145.01639699999998,12 Codrington Street,16600000.0,house,2015.0,5.0,2.0,2.0,SANDRINGHAM,hospital_036,1.354,S_214,0.667,SC_079,2.166,19948,1.045,0,29.091
1189,44215.0,-37.70030594,145.1180878,122 St Helena Rd,5872000.0,house,2007.0,3.0,1.0,2.0,BRIAR HILL,hospital_075,1.203,S_210,1.402,SC_051,4.717,19985,0.957,0,38.091
1190,77563.0,-37.927789000000004,145.191898,16 Trentbridge Road,8085000.0,house,2010.0,4.0,2.0,2.0,MULGRAVE,hospital_161,2.218,S_067,0.963,SC_073,2.453,19891,4.09,0,46.278
1191,39437.0,-37.69789,145.040335,108 Holt Parade,9010000.0,house,2016.0,4.0,2.0,3.0,BUNDOORA,hospital_037,1.554,S_155,1.283,SC_047,4.611,20008,2.528,0,36.3
1192,58544.0,-37.82656479,145.1770325,12 Shady Grove,1800000.0,house,2009.0,2.0,1.0,1.0,NUNAWADING,hospital_060,1.975,S_202,0.304,SC_088,0.836,19899,0.69,0,36.905
1193,74522.0,-37.898002000000005,145.057162,11 Woornack Road,10038000.0,house,2012.0,3.0,1.0,1.0,CARNEGIE,hospital_159,2.824,S_015,1.151,SC_041,1.481,19919,1.249,0,30.238
1194,74770.0,-37.88460159,145.0537872,2/23 Rosstown Road,4400000.0,house,2009.0,2.0,1.0,1.0,CARNEGIE,hospital_108,2.043,S_048,0.378,SC_041,0.428,19920,0.459,0,28.238
1195,77044.0,-37.926943,145.103591,1/1172 Centre Road,7040000.0,house,2013.0,3.0,1.0,2.0,CLARINDA,hospital_076,1.599,S_170,1.285,SC_087,4.704,19915,1.509,0,39.211
1196,26986.0,-37.594716,144.937079,45 Hanson Road,7440000.0,house,2016.0,3.0,2.0,2.0,CRAIGIEBURN,hospital_104,6.402,S_178,0.283,SC_110,0.455,40221,0.963,0,45.889
1197,79908.0,-37.991695,145.169838,21 Dumfries Road,18480000.0,house,2010.0,3.0,1.0,2.0,KEYSBOROUGH,hospital_096,0.239,S_079,0.276,SC_057,0.327,19889,2.426,0,51.333
1198,89069.0,-37.954108000000005,145.033291,9 Tibrockney Street,11645000.0,house,2014.0,3.0,1.0,1.0,HIGHETT,hospital_058,1.513,S_069,0.879,SC_079,0.879,19872,0.984,0,42.889
1199,12517.0,-37.708216,144.768584,19 Robina Road,5340000.0,house,2013.0,3.0,2.0,2.0,SYDENHAM,hospital_057,7.085,S_094,0.942,SC_048,3.643,20000,0.93,0,39.0
1200,24705.0,-37.669692,144.95203700000002,27 Stewart Grove,4770000.0,house,2015.0,5.0,3.0,3.0,CAMPBELLFIELD,hospital_104,3.498,S_161,2.276,SC_072,3.369,19960,0.616,0,39.0
1201,16028.0,-37.701766,144.900697,27 Marigold Crescent,4936000.0,house,2013.0,5.0,2.0,2.0,GOWANBRAE,hospital_184,4.529,S_209,2.106,SC_010,1.829,20032,1.488,0,32.833
1202,37510.0,-37.645928999999995,145.03325,5 Lynch Close,5005000.0,house,2009.0,4.0,2.0,2.0,EPPING,hospital_053,1.605,S_196,2.231,SC_062,4.65,20005,0.77,0,43.333
1203,34305.0,-37.727164,144.989573,21 Vale Street,11440000.0,house,2015.0,3.0,1.0,2.0,RESERVOIR,hospital_139,1.304,S_030,0.594,SC_103,1.76,20011,1.17,0,29.182
1204,33635.0,-37.7157367,145.02198959999998,110 Boldrewood Parade,4656000.0,house,2013.0,3.0,1.0,2.0,RESERVOIR,hospital_025,1.87,S_225,1.181,SC_047,2.643,20010,1.326,0,32.3
1205,36120.0,-37.661388,145.033975,105 Childs Road,5446000.0,house,2010.0,3.0,1.0,0.0,LALOR,hospital_053,1.888,S_229,1.381,SC_062,4.668,20005,1.058,0,43.333
1206,13028.0,-37.69252,144.753349,35 Saronvale Crescent,8320000.0,house,2015.0,5.0,3.0,2.0,HILLSIDE,hospital_057,9.286,S_163,0.195,SC_048,4.621,20000,2.07,0,39.0
1207,19838.0,-37.676902,144.895718,76B Raleigh Street,2760000.0,house,2012.0,3.0,1.0,1.0,WESTMEADOWS,hospital_104,3.64,S_153,2.289,SC_059,1.576,20030,2.214,0,36.833
1208,4808.0,-37.854194,144.819072,10 Charles Road,3640000.0,house,2010.0,2.0,1.0,1.0,ALTONA,hospital_141,6.436,S_128,1.812,SC_033,3.913,19925,1.316,0,32.0
1209,29079.0,-37.80226898,144.9958649,59 Yarra Street,12070000.0,house,2007.0,3.0,1.0,0.0,ABBOTSFORD,hospital_134,1.206,S_076,0.817,SC_068,2.508,19976,0.313,0,9.812
1210,92592.0,-37.99353789999999,145.0923615,101 Warren Road,10000000.0,house,2009.0,3.0,2.0,2.0,PARKDALE,hospital_001,1.743,S_119,1.691,SC_003,2.511,19864,1.408,0,41.688
1211,5531.0,-37.787619,144.847591,15 Myalla Street,3960000.0,house,2015.0,2.0,1.0,2.0,BRAYBROOK,hospital_174,1.726,S_149,1.397,SC_102,1.367,20021,1.298,0,25.733
1212,17732.0,-37.712282,144.951411,8 Sherwood Street,10080000.0,house,2016.0,3.0,1.0,1.0,HADFIELD,hospital_139,4.15,S_004,1.26,SC_030,2.243,19962,0.845,0,33.0
1213,94941.0,-37.92724609,145.04132080000002,17 Mortimore Street,8330000.0,house,2007.0,1.0,1.0,0.0,BENTLEIGH,hospital_110,0.759,S_107,0.862,SC_046,1.389,19938,0.564,0,40.75
1214,78439.0,-37.92528915,145.1718292,9 Grosvenor Avenue,3320000.0,house,2009.0,3.0,2.0,2.0,MULGRAVE,hospital_161,3.916,S_067,1.888,SC_073,2.455,19913,3.142,0,44.263
1215,58397.0,-37.817781,145.148619,96 Whitehorse Road,8280000.0,house,2014.0,3.0,1.0,2.0,BLACKBURN,hospital_060,1.813,S_018,1.522,SC_002,2.017,19898,0.283,0,35.04
1216,71218.0,-37.858856200000005,145.2375031,19 Harland Square,3968000.0,house,2009.0,3.0,2.0,2.0,WANTIRNA,hospital_179,1.366,S_226,1.747,SC_032,5.189,19870,3.299,0,50.0
1217,33668.0,-37.724884,144.99587,11A Fulham Grove,8940000.0,house,2014.0,3.0,2.0,2.0,RESERVOIR,hospital_139,0.837,S_030,1.204,SC_103,1.722,20011,0.723,0,29.182
1218,21796.0,-37.743193,144.95683799999998,11 Alice Street,6296000.0,house,2016.0,3.0,1.0,1.0,COBURG,hospital_084,1.221,S_172,0.758,SC_030,1.338,19965,0.58,0,28.0
1219,285.0,-37.796085,144.881908,121 Summerhill Road,5085000.0,house,2010.0,3.0,1.0,0.0,FOOTSCRAY,hospital_056,0.5,S_201,1.508,SC_043,1.815,20023,0.704,0,19.75
1220,4459.0,-37.842824,144.876367,41 Speight Street,9845000.0,house,2014.0,4.0,1.0,0.0,NEWPORT,hospital_141,2.555,S_056,2.758,SC_033,3.164,19994,0.636,0,20.474
1221,25119.0,-37.577326,144.908962,11 Highclere Street,5120000.0,house,2013.0,3.0,2.0,1.0,CRAIGIEBURN,hospital_104,8.23,S_178,2.885,SC_005,1.059,40221,4.076,0,45.889
1222,14546.0,-37.744873999999996,144.921502,5 Hesleden Street,18400000.0,house,2010.0,4.0,2.0,1.0,ESSENDON,hospital_184,1.474,S_197,0.973,SC_082,1.854,20036,0.265,0,23.846
1223,74461.0,-37.889414,145.051771,1/67 Mimosa Road,5760000.0,house,2016.0,2.0,1.0,2.0,CARNEGIE,hospital_108,2.607,S_015,0.451,SC_041,0.797,19920,0.694,0,28.238
1224,69346.0,-37.843156,145.037532,98 Elizabeth Street,16100000.0,house,2010.0,3.0,1.0,2.0,KOOYONG,hospital_168,1.563,S_235,2.041,SC_083,2.531,19910,0.501,0,13.0
1225,7773.0,-37.77680588,144.7981415,2/2 Chelsey Street,3780000.0,house,2009.0,3.0,2.0,2.0,ARDEER,hospital_057,2.317,S_159,2.167,SC_102,3.177,20004,2.339,0,28.0
1226,40853.0,-37.70608902,145.0568237,55 Norfolk Crescent,7080000.0,house,2008.0,3.0,2.0,1.0,BUNDOORA,hospital_037,0.483,S_155,0.841,SC_047,4.302,19984,2.436,0,34.091
1227,52113.0,-37.81581,145.009279,109 Burnley Street,11325000.0,house,2013.0,2.0,1.0,1.0,RICHMOND,hospital_122,0.682,S_076,1.389,SC_083,2.371,19906,1.317,0,12.75
1228,23518.0,-37.642798,144.903052,24 Clare Boulevard,6446000.0,house,2014.0,4.0,2.0,2.0,GREENVALE,hospital_104,1.765,S_211,1.895,SC_075,1.893,44817,2.867,0,39.9
1229,21344.0,-37.756502000000005,144.960212,52 Cassels Road,9150000.0,house,2016.0,3.0,1.0,2.0,BRUNSWICK,hospital_011,0.272,S_074,1.481,SC_030,2.825,19966,0.266,0,26.0
1230,42436.0,-37.768824,145.059706,6 Brooke Street,1935000.0,house,2015.0,3.0,2.0,2.0,EAGLEMONT,hospital_046,1.229,S_100,1.322,SC_001,1.58,19934,0.773,0,25.083
1231,9755.0,-37.903451000000004,144.633059,17 Foster Street,5740000.0,house,2015.0,3.0,2.0,2.0,WERRIBEE,hospital_073,5.018,S_050,2.843,SC_012,3.916,19921,2.506,0,39.75
1232,17070.0,-37.706813000000004,144.94353999999998,32 The Loop,8320000.0,house,2015.0,3.0,2.0,1.0,HADFIELD,hospital_139,4.948,S_004,0.423,SC_030,2.907,19961,1.513,0,35.0
1233,7518.0,-37.747253,144.772615,48 Appian Drive,4560000.0,house,2010.0,3.0,1.0,2.0,ALBANVALE,hospital_057,3.97,S_070,0.397,SC_048,3.167,20002,2.43,0,33.0
1234,42736.0,-37.72439575,145.1006622,1 Willaura Place,7840000.0,house,2009.0,4.0,2.0,2.0,YALLAMBIE,hospital_075,2.193,S_020,2.194,SC_017,4.494,19986,2.097,0,40.286
1235,28953.0,-37.806222999999996,144.99365500000002,27 Raphael Street,9888000.0,house,2015.0,1.0,1.0,0.0,ABBOTSFORD,hospital_052,0.974,S_076,0.412,SC_068,2.12,19976,0.189,0,9.812
1236,15302.0,-37.743244,144.932301,40 Wallace Crescent,11172000.0,house,2015.0,3.0,2.0,0.0,STRATHMORE,hospital_184,2.399,S_197,1.928,SC_030,1.979,20035,0.441,0,25.846
1237,81237.0,-37.981359999999995,145.20506,4 Birdwood Avenue,7500000.0,house,2010.0,3.0,2.0,1.0,DANDENONG,hospital_033,1.127,S_183,0.79,SC_112,1.085,19888,1.042,0,54.312
1238,7510.0,-37.748267999999996,144.77438899999999,47 President Road,5135000.0,house,2010.0,4.0,2.0,2.0,ALBANVALE,hospital_057,3.783,S_070,0.283,SC_048,3.358,20002,2.29,0,33.0
1239,95945.0,-37.904077,145.03855,532 North Road,9100000.0,house,2015.0,3.0,1.0,2.0,ORMOND,hospital_126,1.728,S_107,1.748,SC_041,2.784,19941,0.134,0,35.778
1240,84033.0,-37.854671999999994,144.986196,44 Henry Street,5880000.0,house,2012.0,2.0,1.0,0.0,WINDSOR,hospital_103,0.793,S_053,1.572,SC_066,1.046,19957,0.536,0,11.0
1241,50715.0,-37.7835792,145.1309779,10 Robyn Street,13125000.0,house,2012.0,5.0,2.0,2.0,DONCASTER,hospital_194,1.796,S_188,0.722,SC_091,0.587,20042,4.056,0,30.556
1242,23852.0,-37.69635773,144.9749756,1 Rohan Court,5680000.0,house,2008.0,3.0,1.0,2.0,FAWKNER,hospital_139,3.116,S_161,1.656,SC_030,4.571,19961,1.497,0,35.0
1243,27136.0,-37.576906,144.934811,5 Olrig Grove,3096000.0,house,2016.0,3.0,2.0,2.0,CRAIGIEBURN,hospital_104,8.312,S_178,1.904,SC_005,1.293,40221,2.873,0,45.889
1244,6529.0,-37.79193,144.841879,27 Parsons Street,8190000.0,house,2016.0,3.0,1.0,2.0,SUNSHINE,hospital_174,1.786,S_080,1.382,SC_102,1.295,20021,0.877,0,25.733
1245,6895.0,-37.79117584,144.83934019999998,60 Parsons Street,5525000.0,house,2009.0,3.0,1.0,1.0,SUNSHINE,hospital_174,1.616,S_080,1.196,SC_102,1.108,20021,0.64,0,25.733
1246,47877.0,-37.79632187,145.0357971,135 Pakington Street,8400000.0,house,2008.0,2.0,1.0,1.0,KEW,hospital_029,1.297,S_039,1.135,SC_083,2.688,19931,2.035,0,20.083
1247,75128.0,-37.894151,145.054936,4 Munro Avenue,12750000.0,house,2014.0,3.0,2.0,0.0,CARNEGIE,hospital_108,3.054,S_015,0.732,SC_041,1.096,19920,0.937,0,28.238
1248,71161.0,-37.85573959,145.23217769999997,16 Baudelaire Avenue,7803000.0,house,2007.0,3.0,2.0,1.0,WANTIRNA,hospital_179,0.811,S_226,1.613,SC_032,4.794,19871,3.24,0,46.0
1249,4645.0,-37.83491135,144.8686371,72 Graham Street,8415000.0,house,2008.0,3.0,2.0,2.0,NEWPORT,hospital_141,3.663,S_056,1.952,SC_033,2.131,19994,1.577,0,20.474
1250,25604.0,-37.609840000000005,144.929463,161 Hothlyn Drive,4745000.0,house,2013.0,3.0,2.0,2.0,CRAIGIEBURN,hospital_104,4.617,S_005,1.568,SC_110,1.589,40221,1.514,0,45.889
1251,94776.0,-37.902909,145.052496,14 Florence Street,7245000.0,house,2012.0,3.0,1.0,1.0,ORMOND,hospital_159,2.491,S_015,1.729,SC_041,2.092,19941,1.132,0,35.778
1252,16406.0,-37.707157,144.93729,12 Glenroy Road,7735000.0,house,2010.0,4.0,1.0,2.0,GLENROY,hospital_184,4.832,S_004,0.129,SC_030,3.029,20032,1.791,0,32.833
1253,38185.0,-37.767208000000004,145.019178,279 Gillies Street,9860000.0,house,2012.0,2.0,1.0,1.0,FAIRFIELD,hospital_035,1.106,S_219,1.987,SC_001,1.991,19930,1.347,0,18.083
1254,51326.0,-37.792627,145.138407,37 Bellara Street,8560000.0,house,2015.0,3.0,1.0,2.0,DONCASTER,hospital_154,2.867,S_188,1.414,SC_091,1.254,19897,3.14,0,36.25
1255,91044.0,-37.96759,145.085433,86 Benkel Avenue,6721000.0,house,2012.0,4.0,2.0,2.0,CHELTENHAM,hospital_109,1.087,S_003,1.973,SC_003,0.507,19865,2.385,0,39.688
1256,42084.0,-37.75049,145.07325,32 Hodgson Street,13200000.0,house,2010.0,3.0,1.0,2.0,HEIDELBERG,hospital_066,1.14,S_100,1.054,SC_017,0.719,19936,1.053,0,28.0
1257,66416.0,-37.777223,145.32351200000002,44 Struan Avenue,7245000.0,house,2014.0,5.0,3.0,2.0,MOOROOLBARK,hospital_113,3.233,S_168,2.069,SC_084,2.284,19877,1.287,0,55.25
1258,86102.0,-37.896147,145.001775,13 Hamilton Street,14080000.0,house,2014.0,3.0,1.0,1.0,BRIGHTON,hospital_013,1.004,S_193,1.084,SC_015,3.573,19953,0.219,0,19.083
1259,84695.0,-37.88471985,144.99104309999998,17 Foam Street,12675000.0,house,2008.0,2.0,2.0,2.0,ELWOOD,hospital_116,1.611,S_133,1.316,SC_015,2.002,19954,0.866,0,17.0
1260,24548.0,-37.696278,144.970326,69 Anderson Road,3576000.0,house,2010.0,3.0,1.0,2.0,FAWKNER,hospital_139,3.403,S_161,1.301,SC_030,4.398,19961,1.121,0,35.0
1261,18589.0,-37.6668396,144.94355769999999,28 Washington Street,4524000.0,house,2009.0,3.0,1.0,1.0,DALLAS,hospital_104,2.718,S_153,2.301,SC_072,2.597,19960,0.293,0,39.0
1262,89235.0,-37.9538714,145.0216876,157 Bay Road,8880000.0,house,2013.0,3.0,1.0,0.0,SANDRINGHAM,hospital_058,0.887,S_214,0.942,SC_079,1.781,19948,1.554,0,29.091
1263,73327.0,-37.84832382,145.29658510000002,24 Flinders Crescent,4284000.0,house,2008.0,3.0,1.0,3.0,BORONIA,hospital_049,2.003,S_146,1.784,SC_049,5.231,19869,1.724,0,53.143
1264,94488.0,-37.911514000000004,145.04578700000002,1 Wembley Grove,14070000.0,house,2012.0,3.0,2.0,1.0,MCKINNON,hospital_159,2.204,S_107,0.949,SC_046,3.183,19940,0.671,0,36.778
1265,71175.0,-37.85406876,145.22306819999997,169 Harold Street,6096000.0,house,2008.0,4.0,2.0,3.0,WANTIRNA,hospital_008,0.608,S_226,1.442,SC_032,4.627,19871,3.433,0,46.0
